timestamp,repo,arquivo,status,error,batch_start,batch_end
2025-12-10T16:37:59.777543,FinAegis_core-banking-prototype-laravel,financial_institutions_application_story.txt,sucesso,,10,26
2025-12-10T16:38:09.334874,FinAegis_core-banking-prototype-laravel,governance_voting_story.txt,sucesso,,10,26
2025-12-10T16:38:19.023958,GSA_search-gov,admin_center_clicks_and_queries_story.txt,sucesso,,10,26
2025-12-10T16:38:28.811317,GSA_search-gov,bulk_affiliate_styles_upload_story.txt,sucesso,,10,26
2025-12-10T16:38:38.822326,GSA_search-gov,odie_url_source_update_story.txt,sucesso,,10,26
2025-12-10T16:38:50.547392,GSA_search-gov,search_elastic_story.txt,sucesso,,10,26
2025-12-10T16:39:01.461995,inventorypapa_free-dropshipping-automation-software,browsing_inventory_story.txt,sucesso,,10,26
2025-12-10T16:39:10.898141,inventorypapa_free-dropshipping-automation-software,product_review_validation_1_story.txt,sucesso,,10,26
2025-12-10T16:39:21.035181,inventorypapa_free-dropshipping-automation-software,seeing_orders_statistics_on_customer_details_page_story.txt,sucesso,,10,26
2025-12-10T16:39:30.570537,inventorypapa_free-dropshipping-automation-software,sorting_payment_methods_by_position_story.txt,sucesso,,10,26
2025-12-10T16:39:39.958136,irontec_ivozprovider,getExternalCallFilterBlackList_story.txt,sucesso,,10,26
2025-12-10T16:39:49.811272,irontec_ivozprovider,postHuntGroupMember_story.txt,sucesso,,10,26
2025-12-10T16:39:59.314557,irontec_ivozprovider,removeDomains_2_story.txt,sucesso,,10,26
2025-12-10T16:40:08.835059,irontec_ivozprovider,removeSpecialNumber_1_story.txt,sucesso,,10,26
2025-12-10T16:40:18.474557,IRPTeam_IRP,_00503TaxRatesCatalog_story.txt,sucesso,,10,26
2025-12-10T16:40:28.047552,IRPTeam_IRP,_00505CurrencyMovementType_story.txt,sucesso,,10,26
2025-12-10T16:40:38.761075,IRPTeam_IRP,_00509PaymentTermsCatalog_story.txt,sucesso,,10,26
2025-12-10T16:40:48.366020,IRPTeam_IRP,_0296Unbundling_story.txt,sucesso,,10,26
2025-12-10T16:40:57.783249,karma-runner_karma,cli_story.txt,sucesso,,10,26
2025-12-10T16:41:07.309292,karma-runner_karma,headers_story.txt,sucesso,,10,26
2025-12-10T16:41:16.746107,karma-runner_karma,launcher-error_story.txt,sucesso,,10,26
2025-12-10T16:41:26.373671,karma-runner_karma,tag_story.txt,sucesso,,10,26
2025-12-10T16:41:36.882180,ledgersmb_LedgerSMB,chart-of-accounts_story.txt,sucesso,,10,26
2025-12-10T16:41:47.469882,ledgersmb_LedgerSMB,in-arrears-purchase_story.txt,sucesso,,10,26
2025-12-10T16:41:59.078989,ledgersmb_LedgerSMB,login_story.txt,sucesso,,10,26
2025-12-10T16:42:10.182015,ledgersmb_LedgerSMB,search-batches_story.txt,sucesso,,10,26
2025-12-10T16:42:19.602687,MetaMask_metamask-mobile,ColdStartToOnboardingScreenIOS_story.txt,sucesso,,10,26
2025-12-10T16:42:30.142033,MetaMask_metamask-mobile,NetworkFlow_story.txt,sucesso,,10,26
2025-12-10T16:42:39.667576,MetaMask_metamask-mobile,RequestTokenFlow_story.txt,sucesso,,10,26
2025-12-10T16:42:49.393127,MetaMask_metamask-mobile,SendEthGasApiDown_story.txt,sucesso,,10,26
2025-12-10T16:42:58.781565,noosfero_noosfero,edit_block_of_links_story.txt,sucesso,,10,26
2025-12-10T16:43:08.447105,noosfero_noosfero,forum_story.txt,sucesso,,10,26
2025-12-10T16:43:17.989874,noosfero_noosfero,manage_enterprises_story.txt,sucesso,,10,26
2025-12-10T16:43:27.915703,noosfero_noosfero,status_story.txt,sucesso,,10,26
2025-12-10T16:43:37.612396,parti-renaissance_espace-adherent,agoras_story.txt,sucesso,,10,26
2025-12-10T16:43:48.081631,parti-renaissance_espace-adherent,scopes_story.txt,sucesso,,10,26
2025-12-10T16:43:57.476209,parti-renaissance_espace-adherent,user_controller_donation_story.txt,sucesso,,10,26
2025-12-10T16:44:07.247988,parti-renaissance_espace-adherent,zones_story.txt,sucesso,,10,26
2025-12-10T16:44:16.891542,SFDigitalServices_sf-dahlia-web,custom_educator_listing_1_story.txt,sucesso,,10,26
2025-12-10T16:44:26.534855,SFDigitalServices_sf-dahlia-web,custom_educator_listing_2_story.txt,sucesso,,10,26
2025-12-10T16:44:36.136313,SFDigitalServices_sf-dahlia-web,nrhp_story.txt,sucesso,,10,26
2025-12-10T16:44:49.122148,SFDigitalServices_sf-dahlia-web,sign_in_while_applying_story.txt,sucesso,,10,26
2025-12-10T16:45:01.511536,sharetribe_sharetribe,admin_edits_welcome_email_story.txt,sucesso,,10,26
2025-12-10T16:45:11.031493,sharetribe_sharetribe,search_story.txt,sucesso,,10,26
2025-12-10T16:45:20.547011,sharetribe_sharetribe,user_checks_inbox_story.txt,sucesso,,10,26
2025-12-10T16:45:30.169704,sharetribe_sharetribe,user_filters_listings_by_custom_fields_story.txt,sucesso,,10,26
2025-12-10T16:45:40.125904,Sylius_Sylius,choosing_province_for_country_story.txt,sucesso,,10,26
2025-12-10T16:45:49.646799,Sylius_Sylius,returning_from_addressing_step_to_shop_homepage_story.txt,sucesso,,10,26
2025-12-10T16:45:59.148043,Sylius_Sylius,seeing_shipping_method_when_all_units_match_to_shipping_category_story.txt,sucesso,,10,26
2025-12-10T16:46:08.641786,Sylius_Sylius,sorting_payment_methods_by_position_story.txt,sucesso,,10,26
2025-12-10T16:46:18.205157,uyuni-project_uyuni,min_bootstrap_negative_story.txt,sucesso,,10,26
2025-12-10T16:46:27.963622,uyuni-project_uyuni,min_config_state_channel_story.txt,sucesso,,10,26
2025-12-10T16:46:37.447412,uyuni-project_uyuni,proxy_story.txt,sucesso,,10,26
2025-12-10T16:46:46.988140,uyuni-project_uyuni,srv_create_fake_repositories_story.txt,sucesso,,10,26
2025-12-10T16:46:57.460797,vegaprotocol_vega,0026-AUCT-029_story.txt,sucesso,,10,26
2025-12-10T16:47:09.064850,vegaprotocol_vega,0032-PRIM-025_story.txt,sucesso,,10,26
2025-12-10T16:47:18.513181,vegaprotocol_vega,0068-MATC-073_story.txt,sucesso,,10,26
2025-12-10T16:47:27.828293,vegaprotocol_vega,trading_fees_spot_story.txt,sucesso,,10,26
